            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2458489.845138889, A.D. 2019-Jan-06 08:17:00.0000, -3.387685646443254E+07, -5.911452132248067E+07, -1.832961208822709E+06,  3.265785503353917E+01, -2.147367362715018E+01, -4.751825265586019E+00,
2458492.845138889, A.D. 2019-Jan-09 08:17:00.0000, -2.499808520172595E+07, -6.385027149675782E+07, -3.034759466241036E+06,  3.568626001324981E+01, -1.501241809420846E+01, -4.501669988773222E+00,
2458495.845138889, A.D. 2019-Jan-12 08:17:00.0000, -1.546220172195521E+07, -6.687190104027313E+07, -4.156772252154220E+06,  3.772903086742964E+01, -8.260653591491542E+00, -4.137356241921507E+00,
2458498.845138889, A.D. 2019-Jan-15 08:17:00.0000, -5.524888107298886E+06, -6.811388564153489E+07, -5.170189626826372E+06,  3.878110816623627E+01, -1.292192398058704E+00, -3.664451406211513E+00,
2458501.845138889, A.D. 2019-Jan-18 08:17:00.0000,  4.554063006571874E+06, -6.752899723972961E+07, -6.047319624124512E+06,  3.881546696881068E+01,  5.823974017125996E+00, -3.086113868771686E+00,
2458504.845138889, A.D. 2019-Jan-21 08:17:00.0000,  1.450478827291087E+07, -6.508834229223733E+07, -6.761044606397774E+06,  3.778113154012773E+01,  1.301361219794400E+01, -2.403733163113875E+00,
2458507.845138889, A.D. 2019-Jan-24 08:17:00.0000,  2.404094360670162E+07, -6.078416628511116E+07, -7.284462388580672E+06,  3.560174410691570E+01,  2.018572614368382E+01, -1.617740054496394E+00,
2458510.845138889, A.D. 2019-Jan-27 08:17:00.0000,  3.285306399738646E+07, -5.463599814639410E+07, -7.590779162897173E+06,  3.217541748484231E+01,  2.721802830249356E+01, -7.287802353912376E-01,
2458513.845138889, A.D. 2019-Jan-30 08:17:00.0000,  4.060223479543090E+07, -4.670113986254155E+07, -7.653586058929272E+06,  2.737772363170274E+01,  3.393763611107151E+01,  2.604341596041788E-01,
2458516.845138889, A.D. 2019-Feb-02 08:17:00.0000,  4.691532439137165E+07, -3.709096622037647E+07, -7.447753707446815E+06,  2.107160754946867E+01,  4.009531018619403E+01,  1.342109990148403E+00,
2458519.845138889, A.D. 2019-Feb-05 08:17:00.0000,  5.138439717622375E+07, -2.599481700246201E+07, -6.951330698692248E+06,  1.313125141056696E+01,  4.533277942200024E+01,  2.498513893959547E+00,
2458522.845138889, A.D. 2019-Feb-08 08:17:00.0000,  5.357532610653327E+07, -1.371291679805870E+07, -6.149023667731127E+06,  3.491571156628203E+00,  4.914706424981189E+01,  3.694516319209630E+00,
2458525.845138889, A.D. 2019-Feb-11 08:17:00.0000,  5.305425718520737E+07, -6.974844818045276E+05, -5.037984277317628E+06, -7.760769595265368E+00,  5.086698243776235E+01,  4.867322337051732E+00,
2458528.845138889, A.D. 2019-Feb-14 08:17:00.0000,  4.944448282429197E+07,  1.240539574750046E+07, -3.636448067655559E+06, -2.024323311118540E+01,  4.967956125565878E+01,  5.915408059902362E+00,
2458531.845138889, A.D. 2019-Feb-17 08:17:00.0000,  4.252597472170652E+07,  2.473423695742544E+07, -1.994625255770166E+06, -3.310111654862972E+01,  4.477365140420220E+01,  6.694083321543875E+00,
2458534.845138889, A.D. 2019-Feb-20 08:17:00.0000,  3.237469908367198E+07,  3.525078828674618E+07, -2.043238652802445E+05, -4.490391964138209E+01,  3.566691982763084E+01,  7.032704407727023E+00,
2458537.845138889, A.D. 2019-Feb-23 08:17:00.0000,  1.949770664057889E+07,  4.288409816854094E+07,  1.600429345959298E+06, -5.381942296187935E+01,  2.266489279152199E+01,  6.788153562662841E+00,
2458540.845138889, A.D. 2019-Feb-26 08:17:00.0000,  4.869031587195021E+06,  4.678039427671856E+07,  3.260514155145155E+06, -5.820437593407254E+01,  7.146793469802316E+00,  5.922384044965789E+00,
2458543.845138889, A.D. 2019-Mar-01 08:17:00.0000, -1.021938256704875E+07,  4.655873788081211E+07,  4.626282972213402E+06, -5.735587767049555E+01, -8.723160155539679E+00,  4.547759136117283E+00,
2458546.845138889, A.D. 2019-Mar-04 08:17:00.0000, -2.445676721154468E+07,  4.241429906660981E+07,  5.593437072242048E+06, -5.182077634551844E+01, -2.281609370517860E+01,  2.888403010308655E+00,
2458549.845138889, A.D. 2019-Mar-07 08:17:00.0000, -3.679910330786119E+07,  3.500461798075784E+07,  6.119930536711000E+06, -4.300105124357938E+01, -3.377398095114107E+01,  1.183898838780477E+00,
2458552.845138889, A.D. 2019-Mar-10 08:17:00.0000, -4.660128229209278E+07,  2.521469803063374E+07,  6.218899333118112E+06, -3.246560835790456E+01, -4.117971976445519E+01, -3.877428820844617E-01,
2458555.845138889, A.D. 2019-Mar-13 08:17:00.0000, -5.359159009308585E+07,  1.394355565945043E+07,  5.938878797456781E+06, -2.147869682181893E+01, -4.527873865490865E+01, -1.730597744772414E+00,
2458558.845138889, A.D. 2019-Mar-16 08:17:00.0000, -5.776946225697721E+07,  1.981160330284845E+06,  5.344368295886389E+06, -1.086854153884628E+01, -4.661297875082759E+01, -2.812970146697751E+00,
2458561.845138889, A.D. 2019-Mar-19 08:17:00.0000, -5.929889092283048E+07, -1.003275252306795E+07,  4.502687118680410E+06, -1.095732550399942E+00, -4.577020087343746E+01, -3.640634459435681E+00,
2458564.845138889, A.D. 2019-Mar-22 08:17:00.0000, -5.842870323900811E+07, -2.160292672098641E+07,  3.477131261423684E+06,  7.626014885894780E+00, -4.326654837084308E+01, -4.236160655107227E+00,
2458567.845138889, A.D. 2019-Mar-25 08:17:00.0000, -5.544263097197028E+07, -3.235444684771016E+07,  2.324365359947059E+06,  1.522665095791480E+01, -3.951319014769698E+01, -4.626720466527548E+00,
2458570.845138889, A.D. 2019-Mar-28 08:17:00.0000, -5.063185601916222E+07, -4.200575241489507E+07,  1.094109169174684E+06,  2.170962694377536E+01, -3.482180327817721E+01, -4.838098691732997E+00,
2458573.845138889, A.D. 2019-Mar-31 08:17:00.0000, -4.428197477084929E+07, -5.034512374282775E+07, -1.701368920475878E+05,  2.710928097369529E+01, -2.942299429345475E+01, -4.892289115088996E+00,
2458576.845138889, A.D. 2019-Apr-03 08:17:00.0000, -3.666844585207241E+07, -5.721227009621026E+07, -1.430004868180774E+06,  3.146654335210816E+01, -2.348612995098752E+01, -4.806886188537209E+00,
2458579.845138889, A.D. 2019-Apr-06 08:17:00.0000, -2.805679071464291E+07, -6.248476701571948E+07, -2.651132618197333E+06,  3.481554394228689E+01, -1.713663328410411E+01, -4.595269727609215E+00,
2458582.845138889, A.D. 2019-Apr-09 08:17:00.0000, -1.870540338677691E+07, -6.606856322655699E+07, -3.802130344644226E+06,  3.717624529533996E+01, -1.047013018034620E+01, -4.267085048647126E+00,
2458585.845138889, A.D. 2019-Apr-12 08:17:00.0000, -8.869820459969459E+06, -6.789180914616987E+07, -4.853684581741370E+06,  3.855018009148549E+01, -3.564087132768105E+00, -3.828802889149558E+00,
2458588.845138889, A.D. 2019-Apr-15 08:17:00.0000,  1.192119341701085E+06, -6.790148772178859E+07, -5.777809562999588E+06,  3.891765618479696E+01,  3.512015345462099E+00, -3.284294310716166E+00,
2458591.845138889, A.D. 2019-Apr-18 08:17:00.0000,  1.121448734229293E+07, -6.606261859708178E+07, -6.547251230997551E+06,  3.823562459279264E+01,  1.068679592896725E+01, -2.635443002460837E+00,
2458594.845138889, A.D. 2019-Apr-21 08:17:00.0000,  2.091698438759177E+07, -6.236012562300333E+07, -7.135063680583265E+06,  3.643602925957916E+01,  1.787608067511743E+01, -1.882883911503835E+00,
2458597.845138889, A.D. 2019-Apr-24 08:17:00.0000,  2.999833735962704E+07, -5.680381468945928E+07, -7.514410134388100E+06,  3.342510905591931E+01,  2.496953003605553E+01, -1.027031988870014E+00,
2458600.845138889, A.D. 2019-Apr-27 08:17:00.0000,  3.812977785440693E+07, -4.943732161827895E+07, -7.658695872567251E+06,  2.908507479856975E+01,  3.181307758374086E+01, -6.967107547038687E-02,
2458603.845138889, A.D. 2019-Apr-30 08:17:00.0000,  4.494956781214979E+07, -4.035234936462314E+07, -7.542229430773893E+06,  2.328120596400016E+01,  3.818540212717308E+01,  9.834724463347797E-01,
2458606.845138889, A.D. 2019-May-03 08:17:00.0000,  5.006065478075480E+07, -2.970991104265722E+07, -7.141743391828798E+06,  1.588018012212025E+01,  4.376736649395331E+01,  2.118550830948738E+00,
2458609.845138889, A.D. 2019-May-06 08:17:00.0000,  5.303556614884545E+07, -1.777025516799038E+07, -6.439288721458117E+06,  6.789699723952838E+00,  4.810639039126539E+01,  3.307048532721357E+00,
2458612.845138889, A.D. 2019-May-09 08:17:00.0000,  5.343590260686316E+07, -4.931701256138269E+06, -5.427196462199886E+06, -3.965707756907396E+00,  5.058624612950396E+01,  4.496360620162989E+00,
2458615.845138889, A.D. 2019-May-12 08:17:00.0000,  5.085786317244083E+07,  8.226253576596924E+06, -4.115776423111660E+06, -1.611787625810839E+01,  5.043137413315410E+01,  5.598512157134714E+00,
2458618.845138889, A.D. 2019-May-15 08:17:00.0000,  4.501712662159967E+07,  2.091138466251060E+07, -2.543681925985156E+06, -2.898283924662431E+01,  4.680395205842759E+01,  6.482296555020955E+00,
2458621.845138889, A.D. 2019-May-18 08:17:00.0000,  3.587757655748206E+07,  3.213262402315221E+07, -7.885840356133152E+05, -4.131522241826610E+01,  3.906818813300189E+01,  6.981514346449652E+00,
2458624.845138889, A.D. 2019-May-21 08:17:00.0000,  2.379601830459931E+07,  4.080644781918115E+07,  1.028245937388632E+06, -5.136797141450186E+01,  2.722649166777405E+01,  6.936093504705132E+00,
2458627.845138889, A.D. 2019-May-24 08:17:00.0000,  9.602142834664281E+06,  4.597811128390869E+07,  2.752678781509237E+06, -5.735157108402145E+01,  1.230930472421140E+01,  6.266071373825312E+00,
2458630.845138889, A.D. 2019-May-27 08:17:00.0000, -5.486865979705126E+06,  4.709244045837335E+07,  4.227688492266526E+06, -5.819232301420422E+01, -3.699951388008820E+00,  5.035023674499575E+00,
2458633.845138889, A.D. 2019-May-30 08:17:00.0000, -2.013064660900305E+07,  4.416107506597909E+07,  5.331265764857614E+06, -5.404557123613275E+01, -1.856181465512731E+01,  3.440196568989033E+00,
2458636.845138889, A.D. 2019-Jun-02 08:17:00.0000, -3.317575074585337E+07,  3.771514125738999E+07,  6.000997422431657E+06, -4.611077616938758E+01, -3.062046730193372E+01,  1.726928168685314E+00,
2458639.845138889, A.D. 2019-Jun-05 08:17:00.0000, -4.384468807083174E+07,  2.859282201970281E+07,  6.234050301818805E+06, -3.597140028604362E+01, -3.917106086307790E+01,  9.807620190415456E-02,
2458642.845138889, A.D. 2019-Jun-08 08:17:00.0000, -5.175440207740211E+07,  1.770674526329616E+07,  6.069858520893705E+06, -2.501913992129092E+01, -4.428707295687769E+01, -1.324693728374088E+00,
2458645.845138889, A.D. 2019-Jun-11 08:17:00.0000, -5.682915987381779E+07,  5.889886771247030E+06,  5.569540387700939E+06, -1.422160242112929E+01, -4.644917805320480E+01, -2.491894247112633E+00,
2458648.845138889, A.D. 2019-Jun-14 08:17:00.0000, -5.919001869140923E+07, -6.168551787855038E+06,  4.800518752130962E+06, -4.145352136398318E+00, -4.624875293253611E+01, -3.399874296505107E+00,
2458651.845138889, A.D. 2019-Jun-17 08:17:00.0000, -5.906517014152828E+07, -1.792881270850575E+07,  3.827832970901734E+06,  4.928903087780401E+00, -4.423167143771644E+01, -4.067488149610577E+00,
2458654.845138889, A.D. 2019-Jun-20 08:17:00.0000, -5.673096942886730E+07, -2.898009941531751E+07,  2.710402850489155E+06,  1.289392578509597E+01, -4.084358493735991E+01, -4.521314120459975E+00,
