2458929.500000000, A.D. 2020-Mar-21 00:00:00.0000, -3.496046464225684E+07, -5.878572399169168E+07, -1.740205869956274E+06,  3.243137743955509E+01, -2.188079066548703E+01, -4.763574106209678E+00,
2458930.500000000, A.D. 2020-Mar-22 00:00:00.0000, -3.210832237895246E+07, -6.058542062536677E+07, -2.148951864454091E+06,  3.357198200439576E+01, -1.977205758196002E+01, -4.695890681328937E+00,
2458931.500000000, A.D. 2020-Mar-23 00:00:00.0000, -2.916240402083730E+07, -6.220121112984315E+07, -2.551272377337851E+06,  3.460223680266884E+01, -1.762427321813127E+01, -4.614893272428461E+00,
2458932.500000000, A.D. 2020-Mar-24 00:00:00.0000, -2.613221673900722E+07, -6.362986515095019E+07, -2.946031302305333E+06,  3.552273126300997E+01, -1.544072120868496E+01, -4.520904274867052E+00,
2458933.500000000, A.D. 2020-Mar-25 00:00:00.0000, -2.302722648944230E+07, -6.486842573785549E+07, -3.332118655255854E+06,  3.633382776955560E+01, -1.322445401096520E+01, -4.414206365736034E+00,
2458934.500000000, A.D. 2020-Mar-26 00:00:00.0000, -1.985687818560353E+07, -6.591419123562373E+07, -3.708447244134571E+06,  3.703564906495971E+01, -1.097833579077419E+01, -4.295044852679732E+00,
2458935.500000000, A.D. 2020-Mar-27 00:00:00.0000, -1.663061689511252E+07, -6.676470080903168E+07, -4.073949541559782E+06,  3.762806707256241E+01, -8.705083681821577E+00, -4.163630020005246E+00,
2458936.500000000, A.D. 2020-Mar-28 00:00:00.0000, -1.335790995438720E+07, -6.741772348016921E+07, -4.427574760370072E+06,  3.811069277241978E+01, -6.407307953895941E+00, -4.020139482294622E+00,
2458937.500000000, A.D. 2020-Mar-29 00:00:00.0000, -1.004826992256875E+07, -6.787125060901797E+07, -4.768286133521155E+06,  3.848286685924354E+01, -4.087551635121975E+00, -3.864720565135743E+00,
2458938.500000000, A.D. 2020-Mar-30 00:00:00.0000, -6.711278315816320E+06, -6.812349179385503E+07, -5.095058401846062E+06,  3.874365099633153E+01, -1.748330146649386E+00, -3.697492741541661E+00,
2458939.500000000, A.D. 2020-Mar-31 00:00:00.0000, -3.356610075536118E+06, -6.817287421727176E+07, -5.406875516045559E+06,  3.889181956197346E+01,  6.078284748526954E-01, -3.518550161578743E+00,
2458940.500000000, A.D. 2020-Apr-01 00:00:00.0000,  5.941270492988122E+03, -6.801804551422262E+07, -5.702728562917408E+06,  3.892585186728442E+01,  2.978342169553609E+00, -3.327964322084350E+00,
2458941.500000000, A.D. 2020-Apr-02 00:00:00.0000,  3.366437797005427E+06, -6.765788029127146E+07, -5.981613930315599E+06,  3.884392491078148E+01,  5.360531636947688E+00, -3.125786933514492E+00,
2458942.500000000, A.D. 2020-Apr-03 00:00:00.0000,  6.714770772700474E+06, -6.709149048155918E+07, -6.242531730738748E+06,  3.864390682936411E+01,  7.751574650918789E+00, -2.912053052299506E+00,
2458943.500000000, A.D. 2020-Apr-04 00:00:00.0000,  1.004063372511575E+07, -6.631823977842905E+07, -6.484484509898961E+06,  3.832335131218659E+01,  1.014845721203759E+01, -2.686784559973669E+00,
2458944.500000000, A.D. 2020-Apr-05 00:00:00.0000,  1.333349507802985E+07, -6.533776245250046E+07, -6.706476274268627E+06,  3.787949336826170E+01,  1.254792080011416E+01, -2.449994085153802E+00,
2458945.500000000, A.D. 2020-Apr-06 00:00:00.0000,  1.658257050045681E+07, -6.414998692253137E+07, -6.907511880623925E+06,  3.730924698625282E+01,  1.494640494655307E+01, -2.201689481536435E+00,
2458946.500000000, A.D. 2020-Apr-07 00:00:00.0000,  1.977679516024334E+07, -6.275516451968537E+07, -7.086596841213964E+06,  3.660920540236962E+01,  1.733998430391542E+01, -1.941878994805500E+00,
2458947.500000000, A.D. 2020-Apr-08 00:00:00.0000,  2.290479614611708E+07, -6.115390395751408E+07, -7.242737610622581E+06,  3.577564490710547E+01,  1.972429935407510E+01, -1.670577273992294E+00,
2458948.500000000, A.D. 2020-Apr-09 00:00:00.0000,  2.595486541334879E+07, -5.934721209526394E+07, -7.374942434919603E+06,  3.480453338227014E+01,  2.209447987346903E+01, -1.387812408616267E+00,
2458949.500000000, A.D. 2020-Apr-10 00:00:00.0000,  2.891493372435455E+07, -5.733654165847868E+07, -7.482222860594515E+06,  3.369154507587727E+01,  2.444506027417911E+01, -1.093634201913614E+00,
2458950.500000000, A.D. 2020-Apr-11 00:00:00.0000,  3.177254620179743E+07, -5.512384665572437E+07, -7.563596020296682E+06,  3.243208350419312E+01,  2.676988597696182E+01, -7.881239224251182E-01,
2458951.500000000, A.D. 2020-Apr-12 00:00:00.0000,  3.451484029418067E+07, -5.271164629961210E+07, -7.618087834808566E+06,  3.102131482816246E+01,  2.906201006618151E+01, -4.714058105527243E-01,
2458952.500000000, A.D. 2020-Apr-13 00:00:00.0000,  3.712852717957061E+07, -5.010309829817917E+07, -7.644737296107732E+06,  2.945421459536897E+01,  3.131357965314775E+01, -1.436606521664050E-01,
2458953.500000000, A.D. 2020-Apr-14 00:00:00.0000,  3.959987790973546E+07, -4.730208242052338E+07, -7.642602024843257E+06,  2.772563137629502E+01,  3.351571166867010E+01,  1.948582342172749E-01,
2458954.500000000, A.D. 2020-Apr-15 00:00:00.0000,  4.191471593289661E+07, -4.431329524628911E+07, -7.610765326832579E+06,  2.583037155777440E+01,  3.565835826379178E+01,  5.438062202555027E-01,
