2454911.500000000, A.D. 2009-Mar-21 00:00:00.0000,  4.792322432896219E+08, -5.901433453330995E+08, -8.283207318513960E+06,  9.981308713820736E+00,  8.857533100270135E+00, -2.601781882119094E-01,
2454912.500000000, A.D. 2009-Mar-22 00:00:00.0000,  4.800940889008312E+08, -5.893773906759522E+08, -8.305677397337228E+06,  9.968817021737456E+00,  8.872895961249659E+00, -2.599624206480082E-01,
2454913.500000000, A.D. 2009-Mar-23 00:00:00.0000,  4.809548541535375E+08, -5.886101093983848E+08, -8.328128806723654E+06,  9.956300418525037E+00,  8.888241898989468E+00, -2.597460253656747E-01,
2454914.500000000, A.D. 2009-Mar-24 00:00:00.0000,  4.818145368962981E+08, -5.878415029644568E+08, -8.350561492450058E+06,  9.943758924540035E+00,  8.903570869716006E+00, -2.595290026386379E-01,
2454915.500000000, A.D. 2009-Mar-25 00:00:00.0000,  4.826731349794325E+08, -5.870715728420082E+08, -8.372975400317132E+06,  9.931192560224282E+00,  8.918882829670141E+00, -2.593113527426101E-01,
2454916.500000000, A.D. 2009-Mar-26 00:00:00.0000,  4.835306462550303E+08, -5.863003205026599E+08, -8.395370476149470E+06,  9.918601346104955E+00,  8.934177735107374E+00, -2.590930759552910E-01,
2454917.500000000, A.D. 2009-Mar-27 00:00:00.0000,  4.843870685769586E+08, -5.855277474218111E+08, -8.417746665795773E+06,  9.905985302794599E+00,  8.949455542298049E+00, -2.588741725563706E-01,
2454918.500000000, A.D. 2009-Mar-28 00:00:00.0000,  4.852423998008686E+08, -5.847538550786393E+08, -8.440103915128917E+06,  9.893344450991192E+00,  8.964716207527555E+00, -2.586546428275280E-01,
2454919.500000000, A.D. 2009-Mar-29 00:00:00.0000,  4.860966377842038E+08, -5.839786449560974E+08, -8.462442170046240E+06,  9.880678811478179E+00,  8.979959687096535E+00, -2.584344870524395E-01,
2454920.500000000, A.D. 2009-Mar-30 00:00:00.0000,  4.869497803862069E+08, -5.832021185409141E+08, -8.484761376469672E+06,  9.867988405124541E+00,  8.995185937321095E+00, -2.582137055167757E-01,
2454921.500000000, A.D. 2009-Mar-31 00:00:00.0000,  4.878018254679277E+08, -5.824242773235911E+08, -8.507061480345905E+06,  9.855273252884828E+00,  9.010394914532998E+00, -2.579922985082015E-01,
2454922.500000000, A.D. 2009-Apr-01 00:00:00.0000,  4.886527708922298E+08, -5.816451227984028E+08, -8.529342427646607E+06,  9.842533375799233E+00,  9.025586575079886E+00, -2.577702663163883E-01,
2454923.500000000, A.D. 2009-Apr-02 00:00:00.0000,  4.895026145237986E+08, -5.808646564633940E+08, -8.551604164368510E+06,  9.829768794993646E+00,  9.040760875325471E+00, -2.575476092330007E-01,
2454924.500000000, A.D. 2009-Apr-03 00:00:00.0000,  4.903513542291483E+08, -5.800828798203795E+08, -8.573846636533648E+06,  9.816979531679692E+00,  9.055917771649753E+00, -2.573243275517125E-01,
2454925.500000000, A.D. 2009-Apr-04 00:00:00.0000,  4.911989878766298E+08, -5.792997943749417E+08, -8.596069790189534E+06,  9.804165607154829E+00,  9.071057220449216E+00, -2.571004215681976E-01,
2454926.500000000, A.D. 2009-Apr-05 00:00:00.0000,  4.920455133364376E+08, -5.785154016364299E+08, -8.618273571409285E+06,  9.791327042802383E+00,  9.086179178137042E+00, -2.568758915801390E-01,
2454927.500000000, A.D. 2009-Apr-06 00:00:00.0000,  4.928909284806173E+08, -5.777297031179584E+08, -8.640457926291883E+06,  9.778463860091623E+00,  9.101283601143304E+00, -2.566507378872220E-01,
2454928.500000000, A.D. 2009-Apr-07 00:00:00.0000,  4.937352311830734E+08, -5.769427003364055E+08, -8.662622800962180E+06,  9.765576080577835E+00,  9.116370445915182E+00, -2.564249607911426E-01,
2454929.500000000, A.D. 2009-Apr-08 00:00:00.0000,  4.945784193195764E+08, -5.761543948124113E+08, -8.684768141571313E+06,  9.752663725902869E+00,  9.131439668916183E+00, -2.561985605955748E-01,
2454930.500000000, A.D. 2009-Apr-09 00:00:00.0000,  4.954204907677705E+08, -5.753647880703771E+08, -8.706893894296616E+06,  9.739726817794173E+00,  9.146491226626441E+00, -2.559715376061322E-01,
2454931.500000000, A.D. 2009-Apr-10 00:00:00.0000,  4.962614434071805E+08, -5.745738816384635E+08, -8.729000005342066E+06,  9.726765378065464E+00,  9.161525075545107E+00, -2.557438921305173E-01,
2454932.500000000, A.D. 2009-Apr-11 00:00:00.0000,  4.971012751192201E+08, -5.737816770485885E+08, -8.751086420938104E+06,  9.713779428616768E+00,  9.176541172188715E+00, -2.555156244784169E-01,
2454933.500000000, A.D. 2009-Apr-12 00:00:00.0000,  4.979399837871987E+08, -5.729881758364266E+08, -8.773153087342232E+06,  9.700768991434410E+00,  9.191539473091401E+00, -2.552867349615027E-01,
2454934.500000000, A.D. 2009-Apr-13 00:00:00.0000,  4.987775672963289E+08, -5.721933795414070E+08, -8.795199950838774E+06,  9.687734088591045E+00,  9.206519934805131E+00, -2.550572238934401E-01,
2454935.500000000, A.D. 2009-Apr-14 00:00:00.0000,  4.996140235337343E+08, -5.713972897067118E+08, -8.817226957739413E+06,  9.674674742245644E+00,  9.221482513899909E+00, -2.548270915898896E-01,
2454936.500000000, A.D. 2009-Apr-15 00:00:00.0000,  5.004493503884566E+08, -5.705999078792748E+08, -8.839234054383069E+06,  9.661590974643527E+00,  9.236427166963999E+00, -2.545963383685113E-01,
